N,Bit_length
368920847,29
331947611,29
371731457,29
476400451,29
454014943,29
391186819,29
427425433,29
460136869,29
801590117,30
997342039,30
884756057,30
1071860899,30
953692879,30
752330191,30
692216617,30
949166063,30
955365317,30
972348829,30
1847270389,31
1907666401,31
1959195479,31
1904146667,31
2043054539,31
1245078127,31
1665080741,31
1990483667,31
1224912727,31
1937569297,31
4180771813,32
2988117043,32
4158539629,32
3381969439,32
2656546787,32
4267265017,32
4044397151,32
4141908703,32
3708986753,32
3895257677,32
4702026253,33
5205375767,33
6587040727,33
6320927257,33
8399979491,33
7371694987,33
5555621993,33
6175576151,33
7341415519,33
8313413239,33
17031257729,34
10255872373,34
14688499229,34
16442828603,34
16781232137,34
15860374207,34
11500450081,34
16500383897,34
13045673023,34
15594393299,34
28431356747,35
30216768011,35
25392358711,35
33027983059,35
33191591471,35
17944012859,35
33049948249,35
33615839123,35
25596841883,35
33700840223,35
50054584507,36
63105658139,36
62373080017,36
65614336979,36
67117167287,36
65624393501,36
64618012049,36
62362782271,36
66595234247,36
65526566437,36
80502311347,37
116082758447,37
90958581949,37
135234468179,37
132409207981,37
72903506849,37
83979004583,37
100395675719,37
125563312139,37
94762365769,37
185983105117,38
193489477549,38
265796716267,38
208378167071,38
274685041441,38
245835431333,38
180385384589,38
257074230187,38
161466377869,38
222954570347,38
410137026289,39
373817802377,39
386783978921,39
428513774933,39
430745631671,39
455521962251,39
427229673019,39
544624742771,39
356087545019,39
330811227679,39
1068275611727,40
887472884699,40
1078547936309,40
1020939758159,40
1049597364239,40
1027317940807,40
1069468899061,40
813027065639,40
657378731083,40
878158012499,40
1479060593909,41
2108368446011,41
2178343466599,41
1528450928549,41
1967698108351,41
1401762612689,41
1599251405519,41
2116086921719,41
1488714417529,41
1994186601437,41
4202041437667,42
2350170674713,42
3375102467147,42
3964072167269,42
3725658994507,42
4155518774809,42
4173774636131,42
3752813902571,42
4192803755887,42
2901734180089,42
5402711375771,43
6510569300047,43
5283586305103,43
5015839219673,43
6611877239299,43
6436672192967,43
7377778590167,43
7292624866957,43
6408199579963,43
6385794248363,43
15321927135269,44
9371700584447,44
11547443236559,44
11072991475787,44
15278463138373,44
12261208995857,44
12915209714717,44
13984946934703,44
15143393305021,44
11683651894237,44
33084339390119,45
25535594900063,45
28377565286401,45
20045551272827,45
28256159620411,45
24788848920991,45
29569990332917,45
33664055787863,45
28256842221341,45
24232822211363,45
68895464802887,46
67962611842777,46
60931170521737,46
40297678195009,46
62068491443389,46
37223859339143,46
63365291376347,46
66370506443869,46
56056153610927,46
63105207376039,46
123085526013227,47
134940077845747,47
123599758276297,47
122843848865929,47
139774245949309,47
122057421213671,47
105336677857381,47
134625435935671,47
127728954327181,47
96123929369813,47
268760390560771,48
251482817862737,48
185596875588101,48
211310840887789,48
220547968178023,48
182721614358161,48
258730782927619,48
219999728228513,48
181163181586217,48
188937133226467,48
439754257170113,49
468875710626101,49
526900299059851,49
429239627342891,49
502913790937631,49
502311007208539,49
466263490235119,49
400103405789953,49
442085781655871,49
385581701286281,49
808008936373949,50
800632223364781,50
1117418858163781,50
766760873519647,50
1109808531662837,50
800785708045849,50
945351244936297,50
1106875173741871,50
822428363591501,50
954221366702567,50
1619923635459473,51
2186137245657577,51
1980556843227331,51
1995494134610419,51
2042607989839817,51
1672856930613607,51
2079253028901133,51
1249757980948591,51
2242145063719811,51
2126276377215143,51
4214879023966081,52
2315748517792553,52
4424561817721853,52
4222138978677749,52
3741910416577967,52
4325026663989743,52
4088873868462919,52
4479843721966937,52
3162315326246239,52
3668829519386359,52
8411984193291061,53
8872390837557341,53
7395264443377859,53
8184610571929963,53
8814417693466829,53
8977812089830357,53
8981589526431077,53
5972963317126123,53
6487207443623197,53
8455470198668041,53
17331755939937227,54
15596532474564707,54
13731256090905091,54
16069925190384547,54
15573856665510389,54
14770312128976477,54
14337370238518571,54
10976597397963083,54
16272432657104609,54
11954306412170149,54
19376704216703753,55
26663461063156597,55
34395905609991439,55
23597990166617731,55
32965149856857857,55
26635220705082103,55
30958688192074151,55
34756352610313091,55
28777785190537993,55
31454346315801287,55
56199537326099113,56
60965731464593117,56
51253708212001433,56
65423886888554153,56
62380944060003659,56
52125742092015589,56
45370689298603099,56
72040730037835487,56
47438116279495633,56
69982086792770143,56
133984547480503843,57
133588457947204787,57
110183614574777383,57
95011080148832389,57
111519590984536817,57
119755411953641141,57
115287502845989899,57
141055323596712713,57
125099071642931567,57
133616612618814001,57
233670416416447121,58
244108900981762307,58
238239670035404117,58
285029111179623043,58
276345057050992309,58
272660277852713183,58
259778132646478241,58
267640963235060119,58
270067940311535957,58
255137060918131507,58
489380341273320383,59
543948996926256787,59
446941475612077189,59
412741250887697261,59
526676524949097769,59
569191999514734733,59
444527103762294803,59
535901971624803383,59
425938044142124053,59
453207426382645399,59
1102277727289584589,60
848761812581683183,60
979502929167345749,60
1101087676695453871,60
905255848471079207,60
743452343437105669,60
921849285453959953,60
754914383750191991,60
943968729636676021,60
946059081985464143,60
2197760852251578881,61
1811633796004620799,61
2127619311845063021,61
1924544190038206999,61
1281546796575468547,61
1551998203962582043,61
1287554316967137053,61
1708603962171273463,61
2132834062344494221,61
1903712473472244577,61
3929373513099667547,62
4525291764465675661,62
3764547307942265717,62
4123111855211189779,62
3324448068599253023,62
3390001648708338043,62
3561038969979302843,62
3818215097227992017,62
2462185163782440721,62
3499922951051604437,62
9165104670139024889,63
7504240238862373337,63
8444197233979927177,63
7752374154130009619,63
8958508512648401387,63
8049028051073983147,63
6362790431506565513,63
7796810021031158177,63
7152167650802782633,63
7320558529912992433,63
17818596118504415891,64
18018316378744678721,64
12143202002220188701,64
17493342813513459241,64
17486194564669978001,64
14184674683910623943,64
13403891453456078513,64
17327769536753173391,64
15953099925404935697,64
16928225430998052443,64
29985621377279777389,65
23227645968253309897,65
26647667229090104653,65
35945005450588016317,65
25760667208688479567,65
27947509135909381307,65
29273699138001192493,65
31507057397250969889,65
33221951550861164899,65
32007379275897637093,65
47405165514996775711,66
43738059650534199001,66
45386804374021682879,66
70037654752978025671,66
45216446241939811087,66
52561393163797464637,66
62874364641167398757,66
71120656517629927051,66
70529185233367968773,66
50535764766597306073,66
126274428126258685489,67
131317607110499107019,67
132452270209472483197,67
83382331962711740929,67
130726573615430980841,67
94402717400430843113,67
131435873240060771093,67
108575598266829337243,67
139380128020841969851,67
75448082086958575777,67
212188861481222291873,68
240266208883482770467,68
292906690759959129739,68
290763504309881747149,68
275775777212130634883,68
268279992166289640913,68
188087763035645949823,68
258857570101051175083,68
252126909003575678057,68
231410950594391446129,68
590052928380217680953,69
494240247370164772567,69
550508498755568637527,69
540812915517262064969,69
573941820196012202479,69
318930562841878515041,69
498785689416670441717,69
564480201160907035283,69
442803475677349664629,69
491590607199879229649,69
1032708963304857473119,70
989784492898908248519,70
1059713716615650380107,70
1033667493556980019921,70
827716592361391138999,70
1115029819297905037717,70
976546363382701862911,70
734831384821297871837,70
946556701398241764557,70
1148954614482542412299,70
2248018691390567200111,71
1419741798111409181767,71
2050805505279586804543,71
2103222675072307056929,71
2335230481529268719243,71
1581406131728665127527,71
2273797795700456045261,71
1592283109913831149669,71
1631051119166381131693,71
1949973334997461874927,71
3951096726310578232987,72
3074751991612524881299,72
3574811114262374754727,72
4432079706403895823007,72
3781437325922631648047,72
3914628839425899285367,72
4398290173041866352907,72
3720658765214033605777,72
3756703305686736870917,72
3994675390549792875439,72
7634594783478000833333,73
8377567901604083732801,73
5651402412146499790823,73
9270063798434756503789,73
8825638267908574285009,73
5179485294142653077503,73
8984726493666311039387,73
7795411173545991392191,73
8285536758555048929207,73
8719429355442991476199,73
15386627582775962867867,74
10540948477057077012121,74
14885202315415952355761,74
17653439076706601780509,74
17452998543341723735441,74
13295947276040436283693,74
12366009176616753243529,74
15818838197334457684361,74
17197681769482082205061,74
16095082442419025335819,74
20866995751754597173637,75
33939516002065573969757,75
30556146737973011615039,75
32243995329865495673087,75
34591288856844599102537,75
33261393709238055403489,75
28667701529848734356233,75
26252816796614922808033,75
27519673445056208361409,75
31559075840683381946447,75
48090244911812280604607,76
53201076106733033915879,76
49804458898552148517031,76
68573074210986100757641,76
68078604438302970971821,76
50549928814133011610939,76
73209976091284678174883,76
66241037921608153789873,76
74965589262994131657257,76
70539847640200293331573,76
145472942602993681349251,77
134001174320080753074143,77
148486437074872796386691,77
148909062962525841412891,77
111959028305093757670759,77
150057680357675179017793,77
110581787367158841191833,77
142956772560254263775737,77
148682093709465137228587,77
143209879484892860301131,77
273877071948773055995971,78
287581893160413881514533,78
273235600401345945353521,78
169037197337101505043131,78
291682764154494375989101,78
273310110679765242844073,78
192467659315607238293431,78
237076559137018187072861,78
256894563850940628556819,78
275463626405353251359539,78
537538370739937590268669,79
510478498149931270758611,79
539570316868238627355959,79
361079040155214236878667,79
443392290521884489628989,79
571974076591580336049031,79
555373262145756003234787,79
413519179695192549589889,79
489379907642746456762073,79
390737312712013033099769,79
663050265425559473567771,80
1037107409157969230110387,80
798581087416918099417993,80
1139427590385661127471257,80
808261529843151604240973,80
999654779316562171030733,80
1095436963004386953107813,80
896622902672951888446069,80
976374399153210448751119,80
951849892064317427844727,80
1322931456893779238931221,81
2261565688312137464019391,81
1829979668657837440683697,81
2174411183664927878617469,81
2213095448688859854104387,81
2416539898014529398280931,81
1366290611149517884388549,81
1818380861036135311882423,81
2364232621409394631548689,81
1626274529576920205748851,81
4604310854975655607504769,82
3082524311857162516625299,82
4768900628548985561469919,82
3248097217944821864857159,82
4474097218065486936564287,82
4123205318516049566758757,82
4283812227575483791725233,82
4415566832970898145331529,82
3108382854138181624392347,82
3517068801016638549297241,82
8650707747602067995272301,83
7703208572620155771339061,83
6486966618216999829732667,83
7275553009418579906543213,83
8869806155909233449979301,83
9162908685934132030654997,83
7560378321436766488644227,83
6420162833585988814155131,83
6743738817302591727418753,83
8272162680306149564740811,83
11922069005837408872110037,84
12998197543581225110620799,84
17996231698724767057113913,84
11141049374861722071472061,84
17335458047472018865681877,84
14174597440957239914250319,84
13252594165389175645188667,84
18173807912855662384698683,84
18137729161972481755182823,84
13230915744679082031424751,84
35767199758202203723995347,85
29483399126715335268231361,85
38241272542413919804542643,85
32321895327189284263261027,85
33575453980554650515385719,85
33897586407614972273807623,85
33272954722795495220212823,85
29079514367091932631961643,85
32280669390208972473242891,85
34967064781255061882558531,85
61684733098138470207200557,86
52694876388677216022998821,86
75473151274993572094803047,86
76242953388414687308917183,86
72842996384155034059783297,86
50795424486153354370465093,86
76134328170312586110069499,86
71206307131410289515519221,86
68605772894504873019859123,86
72248416257721097841149251,86
106831962384123131508907217,87
105166040822522818102730567,87
117643847013830988641566991,87
114813129675520785375723217,87
121568980641080847365533313,87
125206292196069678884068787,87
149354223781205591536051087,87
151117670515144674818223731,87
128230757180236479971128259,87
140117367377583301870535773,87
201972306027529330023612389,88
266257729703518400354430991,88
299483976611624634718484507,88
307420212048227451363279359,88
261301527305378010174172567,88
295431095917204786716725987,88
228906980858826203045207831,88
232044433317195869094347141,88
232008994042986788571237317,88
239432404748206941764936293,88
379774206920611164165957683,89
526833663437951006642457157,89
421291933283130282272005163,89
401823270850596979809596917,89
615202798726287031145086687,89
515469586288299383327447489,89
604761848771977221220319621,89
597043931741978269401535393,89
486271218110122564738878223,89
531812157884100795597512009,89
992693857767107108597047849,90
1010631873023778102626198827,90
743829469578591552032429947,90
1138950038164101433629166987,90
691862126506441897484529059,90
1167850403154016139593777351,90
889576831072741312340661599,90
650752383971243150716402363,90
1158614363938342293465049981,90
1162711982801351864312698843,90
2305841940814477260857690597,91
2065009812039038995585585183,91
2124519606079993832494797479,91
2086244679446800521508025333,91
2326629994362611197080631399,91
2318210867895420929608389869,91
1490429602892253974560677329,91
2118450596600280132900542929,91
2272381073363339812857534371,91
2051178050953143263903289919,91
4637893363581816720578202709,92
3475139497021590554608237033,92
2927375276327972121985042223,92
3486556457382208737981303947,92
3336094386859902841708498807,92
2608205732961537951763708309,92
3864879941815729637536366013,92
3777014023833174519659571701,92
3641297556608639008872228203,92
3863162832017953737554958653,92
7689525386636938990634399749,93
9133725976665172141972168459,93
6520656956476652126316617387,93
9130303106833949588481218771,93
8446274931612279279298722841,93
8725196407504533421941512723,93
7796786694533738126337280139,93
9713413464536348470289283719,93
6409792111410763136288857979,93
7512504547508880438248928643,93
14368292093195712273840811751,94
19796689454462576746333959587,94
17885222706444566977738655017,94
17369357821646901470688945383,94
12862232662312986785606154361,94
17096554210456563343739326351,94
12350574258916062565816819639,94
13439188664172347219596931389,94
18756244001320004594974724681,94
14925519435854775427855212001,94
28117751046510671489667718499,95
23108297359230264385436776993,95
33898437236762190560159790601,95
36018821030902329301283594339,95
34314523177163291631276065951,95
38900332086276903471353700203,95
31291273418313361268086700333,95
36812991187150722879223549321,95
37741946009739070853230429481,95
39318369813466397999813875201,95
64530423941804541654602989973,96
75386419373181977152108794769,96
61978417684417054019810850181,96
71297324761340435426743028443,96
55496162207792389662281443073,96
61406129595129393233722693469,96
70142828556377809293823583197,96
72497199542166466386953614423,96
75026445176809883342348067911,96
74065302929700493276969550617,96
110612054094600999229780100317,97
102319393756360483530762989867,97
99811330939517624921195062499,97
151786558231593067858453221301,97
123697327849435331943839228563,97
155180060072020352964077524189,97
121263147366606165266870666873,97
88597680525735591438269916929,97
99348339430906977777299402243,97
123365799441896096989725374989,97
185456870763098604786524342309,98
280987744976565867127384130233,98
234105397699187694234527689513,98
301614813357538401505102612717,98
242684980517851513492575972419,98
304862785959816153124525499957,98
296268092095104669776775137941,98
309011882181429256708399496351,98
308241059947873665945291474817,98
202963716651305015657551439059,98
617038021528360709781756687361,99
507456672469362602241394527529,99
453944059945655850590976104521,99
590928460144054152958301989337,99
558853663688751907303813418171,99
462336618246579713144777962921,99
479273172524982100155214766639,99
616950352413567317052050359757,99
329311440911696326765446467189,99
485151596614521248175839939041,99
967528853230832956770202923719,100
1175579045969799767438763848389,100
1248755790228906400808553484937,100
1004816591160064180481518590047,100
1037438060268541452147235468901,100
1234585518595552401573156334147,100
1075528360186581976270682895401,100
867757722683846616403607655649,100
1203717446164726473531509886211,100
1124082720131182720527047245501,100
1724722681624687597563238404937,101
1601848131776144469713490857153,101
2244662366728008766324557831097,101
2497791004204191391053974194421,101
2447013616959178151191390479563,101
2275760192358222674778415734953,101
2500445720254118041836935106353,101
2491753672667148899969035528429,101
2449932685872176609494083735313,101
2446752653417381426591588288243,101
3897876904529827678623526835159,102
4038827445295262660131595934853,102
4910998735865245087995413986073,102
4301478159626291552687996451019,102
3536806215383165313072104919323,102
4101071763353018201700070470797,102
3774903638940421271088328039469,102
5051882158939669792545743847737,102
4927251654026015848246821491947,102
3381059736935462248414049197067,102
9017128754829096315675442642283,103
9680304657986916560571400181069,103
9987093605192973947982050120173,103
8847158860263593396516153575997,103
8399104126863136304262185701739,103
7611723496255511438673861053113,103
7256432239258654536406224881159,103
9974271743181443531730062193707,103
7007100546195270244661987180477,103
8780767879573282270830673636421,103
17886106121982902481433491295487,104
18201324305560886213354246127791,104
19750239045882729036710834279693,104
14951038131639288948903204698539,104
18334856050288953881232851071537,104
18953866943727088771132003868831,104
19637748396478419057721584667909,104
19208986324296837028560142779941,104
16363821446164046569628059678457,104
13981652661568273404909713061839,104
36065432369316460249034380106707,105
38210789409884601662009444644339,105
38360186000612381959935674656183,105
31393246737295775364063846235537,105
31078226292320783166625330516021,105
40558156909091190244536286515583,105
36387936967318523761768531162853,105
37877393788332253682885670979621,105
40020514171148486495423389695353,105
33202233107345571525395255894587,105
77757080887195491686154625888129,106
46671339383460246682752032038303,106
62800750505039411539171399933489,106
71250291091352679564736273637539,106
67364663904263617121394393439477,106
64191077353064747688222146505263,106
46840469772065857756533616034729,106
68553057104728872061052338423387,106
70113512594403570905893661305499,106
68284318575708071102418818143169,106
117333877587921126978370345183541,107
144667443681614657053697720756269,107
123558203768969825759278815174673,107
127421715565990211558114852356663,107
141793896544445461259775124782751,107
157899679247155790555281254555577,107
161328256620978551307602048948357,107
138414698431937275216924867338173,107
155790523355965647811142005799579,107
140828859381308513362913952777239,107
266070936303076375205046663811193,108
222371653773279240633913598739463,108
270192559081844687320485100499407,108
264831074231264228711749969456771,108
279255541621244328692757471278741,108
278290996969813974856905192536069,108
306135708658947386561658084210929,108
262057660916362809257158072048957,108
187208912592511414321151036903429,108
317989082577959177702382746407057,108
354501361043749066686278001213817,109
417679924160011223874908234821157,109
536355041526988571911809953317279,109
597731127615704541953571612294443,109
376511416668699793054153579557799,109
486388830912829139970191491592407,109
431489087084795083667755509671597,109
647776605935322306219298763773001,109
567692747520872349057845810691677,109
409554407499437144843924062144663,109
821296448947318573443594109283189,110
1249515463139766890199426080091743,110
920279705620911027743040762012277,110
891327316227243658218427715479573,110
1000525060671047865179675658090263,110
1067975002686558177872123796639259,110
1047775228256992531064620381777157,110
989984506640476027717921245230963,110
826944883510977439189227471277673,110
899934980957200639250076887483501,110
2525864610786092546797760136199631,111
1505735878285416077970555210856711,111
2105142023138811355857806741813617,111
1970377222301454863088565237793317,111
1421104604745830864868594072454993,111
1647745332943230568662981458394727,111
1991498687919676658516206072084751,111
1728326164591315333844171151007493,111
2082954593253308756806461223917241,111
2576140826234239676976313959492641,111
4869137976843379467612199180307497,112
3005385497766232561052401634964259,112
3702789462130740266873517655561397,112
4740578330366809161628112354555237,112
4851783293591046802322790787069697,112
5175611703501711476702917612486649,112
4491831392235405533097225621734629,112
3815600321150386706273686995423271,112
3120375494686872851172891378117889,112
4998240524281114456533470345585381,112
9578287095972853871515676835982367,113
7408769333185959546361332283970513,113
9378163277988836161366622253672179,113
8624355034081582159008242104022221,113
6320654558083497594409992311655817,113
8759901868879622008454753372567467,113
8367669284812534609939637874381323,113
8488488386498693322926497976145619,113
9785066419246442834517718541153333,113
8093119244778963344239709312876417,113
18065837315495901330370560149068121,114
19409508961596281252566497804980137,114
20315169896670495249047257644724157,114
19255246150844536106076041033183833,114
18940910353501153456229256716651551,114
15628881947997988368627398305217653,114
17574410282260253402344028303457773,114
17670733715339792120254619802121919,114
15691393899229836349726831377970321,114
20235981102887189516538387632865031,114
41221008146578709083183035261523999,115
37043015267992334588594943136368787,115
34257630309117331672664578559110183,115
36228195844599078326411146643520859,115
38912483728661226263535464501718611,115
40746473512784914815276568675698163,115
29327730151033287262285432547477293,115
37751456060065479487537190592297427,115
30848976748279214329343001582569077,115
41341910202494759330562015861457729,115
81432756989400621874744204517496833,116
65592429016881733749677354474982631,116
63803729359141468761845428848872197,116
65981385773933956573648872691779827,116
60276811099592486094382467326371937,116
81366649179892021134955314381029231,116
82960843226421875105101030608784721,116
76586460741941194063184283717717379,116
61406406613441633611846610240581121,116
67417053679543439502545474090871479,116
161644669950741115915092152424150053,117
161238010545661557537590652653322373,117
161232898906725473396267783799956737,117
135888320454143842787748457893767593,117
100751383373899129022987709410648207,117
155247911547088786421327926988719999,117
101373207952080592061151758257058989,117
108946128740768924626158377561789449,117
146224437055499398302685819927133261,117
160731771028093603157994069496959031,117
237345948880815538907797823646219881,118
299273493151053987937541566529385071,118
293472964420555846644584757127083283,118
242415581270620438564883553396168353,118
300086878382212761195204774116540117,118
271453191392147336138739586658777279,118
294846255924717663550392714732935317,118
303356874653483665485185053241586611,118
223548811760999637582004087666665613,118
296115782547994490910273743866027349,118
570296805105030338694746055271312883,119
568344916094382340305806899976776613,119
411461497050775120127464172200217867,119
368646499540623531011092570210703203,119
659068977512622471463758824730280787,119
633295895091322233254784091000139239,119
437370730648987903400643698197485343,119
615171475407910394766276425122244603,119
621150044062845373970037643893763477,119
602251360037170685270980975841709569,119
1309904724689630381256464455567219397,120
1134242134782469699496240339845538249,120
909547747459750397626795915694393401,120
937908367522307630356618450830612631,120
1148310106018513307207209928813508173,120
940530153756749103282382746292866037,120
1173658815012326295098606978889606103,120
1094193728221555152824377021122724531,120
1113088651040640511011659341299894001,120
765267689627976085469226341954003201,120
2035758237600249912284212301282855171,121
2492661370866136115096086611700430119,121
2033791367316704196024771183443079529,121
2157294644727146829778793339472853357,121
2252640912639616684167810570507690899,121
1742723641530442812217677705752522039,121
1894035083960956039826342894856731087,121
2363589611598994510565847045087952807,121
2290352670743227632843849166949600671,121
2177108987198407701865481377781503753,121
4423594566679466719261662658040576071,122
4952415931161061684571640184889855549,122
4610468061998163878775811537184080253,122
4908183462709518258598941397762040501,122
4703496336675270857617077733971673201,122
4043420400159484781713494695273193503,122
3974261143725124594416064158576522143,122
4831207872011383449887648093859631877,122
3934407064549046449630259257971661337,122
4353791704947765426399756660768658093,122
9292290795018082357955389116869964841,123
9465048720933584258795787632477590597,123
6454797447626042230714011026276280499,123
10273762526022606161123673374363176709,123
6650529112361864556199169136430774591,123
8138757380123676240962782883492484649,123
8174126421270492950727729173328120943,123
9596271943716754002064891565577569237,123
7596733886805967531126916604849758141,123
9783878193171551235811167995217557963,123
20256964966109383102571268428531085949,124
13513409785402773872588672742641793043,124
20729669292968504169971662357087220891,124
19319577003845531705942159148765031193,124
13377715366995379520627457256409701309,124
17064180724333881144315190204943812603,124
12752938382369816626485617584784685329,124
16068397062829088360031113275077242177,124
14432872353324817200385638612304848593,124
13554352998770762359263325322615370049,124
36203590359972101218605102829440360581,125
28663353058650721727625358669755301181,125
24378792289139356333224601758836149697,125
40304366752215419765964957396204043481,125
27118907632567491608887922267718534031,125
34109335512532185244063771533261390697,125
35853999241069857396185720711522238763,125
39717567140306797239728766089640025319,125
31398524841503230327834216082279886529,125
24499019480693184330843544312622830117,125
63597791417349038715922665325059456829,126
57939300191655370297106519729636013707,126
66398499013515823223143278295380581069,126
59154586624850330794145684208628375933,126
79259200887045679448437784123056078349,126
80021879414578202105030414906785000541,126
64752851490645955975373986897857661291,126
69215975224839005446709900987268569879,126
72247722419657893674319419132583725211,126
80215787268923686794188113793788896907,126
132457309934155850787863121143676752611,127
109431744762879927963617528547203681933,127
149741801138412871804386094942574000449,127
96766608619522193366188374588798172859,127
127704566654369764767969782937413821601,127
146102651342620601575008550431626725597,127
126656405597104023578316452939570179103,127
129955219880580046409675714525209483153,127
130127870540313061326416989972603497919,127
142850607438623158150649466657378650471,127
316630978392461686140790396544727138989,128
260408394780321258637474070357255515499,128
282246613793799378805666929118632564043,128
277379642213916415731369487950420142823,128
190499469907606779378622489240674837739,128
286901225328443836377644023226141197303,128
241243246333291185172100119071710360357,128
325016281020764285130519352816572677093,128
247445862701046015742718330708056439317,128
325532627840105522629985693551900663603,128
