N,Bit_length
11962109,24
12607961,24
10998233,24
15230399,24
11159587,24
13189921,24
13912513,24
15174949,24
16272589,24
15535621,24
13390381,24
12964331,24
9584929,24
13979489,24
14877661,24
13263721,24
11836631,24
11467031,24
16734623,24
27685561,25
31783841,25
19430869,25
28177069,25
32152093,25
24776261,25
29935343,25
23705509,25
30342931,25
33325631,25
31295923,25
29557309,25
26535121,25
25599863,25
32971193,25
27649753,25
29464549,25
29439833,25
30477157,25
25757647,25
53582993,26
47854837,26
51387737,26
36647197,26
46272799,26
59142709,26
49937887,26
51253211,26
56940641,26
48548341,26
64398751,26
43459421,26
48348529,26
66559583,26
57737851,26
57729641,26
39795293,26
42341729,26
62709863,26
42624149,26
97122371,27
131866771,27
128489839,27
126319927,27
128656453,27
133641887,27
130854167,27
107950123,27
121956689,27
89808599,27
94602283,27
132348019,27
107737853,27
121875647,27
112766629,27
127342139,27
91243379,27
83657501,27
123486821,27
133913231,27
206258681,28
243484211,28
252411983,28
220886891,28
191159827,28
227819359,28
266169223,28
239426969,28
146467547,28
253620223,28
267029869,28
255312461,28
181473947,28
224891393,28
210518107,28
166890107,28
264666697,28
230836189,28
201029071,28
227511593,28
471350981,29
499680127,29
378309791,29
531866219,29
508278707,29
423647437,29
326909783,29
526552283,29
387085711,29
356794913,29
497154313,29
435516649,29
421716349,29
450565177,29
458133617,29
450505501,29
501570899,29
526076893,29
343692581,29
411592309,29
907400251,30
774994481,30
974067911,30
837576979,30
984732569,30
629175863,30
1006492651,30
974907473,30
959253839,30
1055190173,30
1071394949,30
1044569443,30
772139897,30
962878303,30
700256549,30
690287047,30
718469131,30
904674361,30
1070204713,30
694994579,30
1469428603,31
1947151247,31
1471368473,31
1604786467,31
2035520213,31
1658265827,31
1745733991,31
1289223539,31
1970997979,31
2011987613,31
1728113269,31
1822371041,31
1508055413,31
2082866351,31
1843613509,31
2135191213,31
2069976583,31
1991053109,31
2103255839,31
1729226327,31
3361749163,32
3374096339,32
2583553571,32
3472720969,32
4202489099,32
3857626321,32
3204405371,32
3289423121,32
3198043733,32
3466814713,32
3865805981,32
4101918391,32
3363979537,32
4278029179,32
4101328873,32
2937269501,32
3437973923,32
3999486823,32
4084518203,32
3657567593,32
7190662223,33
7796764483,33
6284836447,33
8223502193,33
6272094659,33
6913896281,33
7860657671,33
6541209617,33
7176244069,33
7822128863,33
8087250169,33
7508358139,33
8132351369,33
6577045003,33
8456571439,33
6702063853,33
8414593543,33
6807188447,33
8186657077,33
7843061731,33
12823520821,34
15258423407,34
16106992789,34
11788254061,34
16153838557,34
16956090821,34
13347031627,34
17157317131,34
15194440463,34
15723926753,34
9327301961,34
15376178593,34
11397595793,34
17037592459,34
15670281911,34
15092149741,34
15360556853,34
13411421791,34
16560367613,34
12835300571,34
27014371177,35
29156729113,35
32868199591,35
34259021879,35
30638486471,35
27550285429,35
33337030943,35
25729949857,35
31877051383,35
26980368343,35
24066367159,35
33259135061,35
25699797031,35
34278236141,35
29236116589,35
33120451157,35
21923363243,35
32959393267,35
32024593819,35
21370958503,35
51975503087,36
67665531949,36
52458911437,36
54376697891,36
66989178391,36
60409454983,36
54245362669,36
52054713553,36
63936622313,36
58084192627,36
66829039619,36
59175673379,36
51861758831,36
50672387113,36
42496261219,36
58272583727,36
61663116611,36
54100159513,36
57244934959,36
43432745959,36
134198046293,37
104298888541,37
127296190159,37
88781991833,37
104240423681,37
103622234293,37
117934977431,37
124668026173,37
112409953573,37
137305103563,37
133941823579,37
123490801337,37
90520860761,37
114037087739,37
97080777239,37
90290249461,37
84904012801,37
81272906003,37
79675058821,37
104369502019,37
200647526353,38
233791763089,38
212309102891,38
217750020251,38
175672769341,38
267234698333,38
219034976249,38
172069100657,38
218839567109,38
192806867507,38
175386649457,38
210398923421,38
226136048401,38
258357639091,38
248173010269,38
227246523173,38
258864121591,38
266740524569,38
173896440257,38
272351385833,38
347322712837,39
378317959633,39
477011945989,39
445704669511,39
411405592951,39
489035869279,39
522250471837,39
535102134019,39
543474673897,39
363791030621,39
304559192827,39
522757296209,39
362425129037,39
539976306071,39
333596183083,39
473125750459,39
486012679571,39
335137308391,39
376939881013,39
478957467827,39
1054710832229,40
807955981331,40
909229606931,40
741671707547,40
1049279590693,40
1095560277067,40
805892438627,40
771215640277,40
1024256408089,40
855321649187,40
748509774751,40
811047335687,40
882704576531,40
749916887861,40
905202970219,40
989133309041,40
951638998529,40
655421561887,40
660097735043,40
950870355571,40
2010357129709,41
1806974700833,41
1681998431039,41
1821220998011,41
1679996706931,41
1796029388467,41
1986074953249,41
1653030468839,41
1882036209299,41
2111953289431,41
1565722001507,41
1842627132481,41
1512416171599,41
1529647733641,41
1574106526607,41
2046031002173,41
1931996403307,41
1783617468851,41
1652552851583,41
2037566767039,41
4325914166177,42
3343357342357,42
3644787830389,42
4341681761693,42
3379438406629,42
4392335900611,42
3717266355667,42
3184903545601,42
3461583643247,42
3457778620589,42
4187185543907,42
2474406312713,42
3262618117657,42
3634625811497,42
4218382431071,42
3281072876173,42
3577926706231,42
3568803808153,42
3532593827869,42
4213121033659,42
7459840961957,43
5236827767183,43
7841049403991,43
8255024444747,43
8031212605279,43
5211824246639,43
8273703632291,43
8191585313941,43
7585799149297,43
4937656194241,43
8177235577481,43
8381470860899,43
6459019240621,43
7607187676637,43
8335913940449,43
7778650515067,43
5394647272537,43
6988484133307,43
8676213582121,43
7341563137879,43
16148929365853,44
15844645298191,44
13898290969681,44
10483997063621,44
15663934988293,44
12177203461729,44
16229850767633,44
15867823563271,44
14300045704289,44
12663987621101,44
17444629829483,44
15206847181847,44
12238245499661,44
13393358607749,44
11718146057921,44
11223856683709,44
14821169749609,44
16488022743763,44
15851204177537,44
14901684501037,44
27775442102953,45
31859337483203,45
33498614737807,45
20960453923141,45
32099690887423,45
34122634332967,45
30512139244393,45
29449286063297,45
25162967627341,45
23591787535697,45
32561261731079,45
25986166779541,45
31969667586893,45
33828275005601,45
33555133595681,45
24992455869461,45
29334393986773,45
32705654419369,45
29489181042733,45
32347696416361,45
46472061854467,46
57248302388587,46
52311528831109,46
63932185552841,46
58197613573661,46
53045251071941,46
70062010838321,46
59952295618093,46
64755149520949,46
69822624511117,46
45431150721487,46
53154488979803,46
43105628470033,46
54461895468931,46
66358975892633,46
64578831063673,46
62715849545851,46
45111735967603,46
65703540173477,46
58361949962101,46
113660876865043,47
116831409986633,47
94589408808533,47
129240338725969,47
117706757215123,47
121425520003721,47
131931440165947,47
123198366385711,47
124303969249391,47
100600556739479,47
137651153688479,47
128016005200067,47
111310309952911,47
137261695417423,47
139922892220757,47
131438009465969,47
94748861849701,47
106861816390963,47
94230237495287,47
124812838828207,47
178767464845061,48
186375198711649,48
213398133297793,48
205404636622651,48
240924790223981,48
242685462292277,48
266439170520359,48
271122714972301,48
159927504254951,48
165854625584761,48
256052772426653,48
211471860849709,48
279143425242697,48
176592514542569,48
246783761820733,48
256768175914303,48
272358118403621,48
214746668319191,48
185441774523823,48
215931801077263,48
445415201856509,49
546821669085929,49
514119118668977,49
510210645701179,49
379426856862749,49
546450627688843,49
498183410009353,49
461973898923731,49
410462356639121,49
370843557736177,49
508140387783337,49
356669621634737,49
539326436388053,49
435283652824169,49
552569972940803,49
385025927782547,49
438377483437519,49
462964288630367,49
382081467568063,49
423656827708363,49
771819710768399,50
745893032474129,50
1046744566086251,50
868410518711227,50
932104784773769,50
679766758381019,50
1037692124716781,50
883097981031163,50
1109796858397729,50
787837376592991,50
973209648255851,50
894383780273369,50
1011797005053817,50
843848352369487,50
792703757072501,50
720129018281641,50
868505085424441,50
968081300541611,50
722386583786089,50
901667360810683,50
1643404907618269,51
1543940477055773,51
2239616293682213,51
2135140285909571,51
2126748006901607,51
2198281730483791,51
2246978386468789,51
1632186076022833,51
1747238729631347,51
2128994754801539,51
2018824537142843,51
1657663119317993,51
1861236769546499,51
1577585275609927,51
1985757800697509,51
1736876108872517,51
1824086849460979,51
1441922831394797,51
1653984866984141,51
1500504671831687,51
3555489305924819,52
3542198040975017,52
3508427674268857,52
3214855695460229,52
3421254219797657,52
4434580674690979,52
4198717347708173,52
3880470627671177,52
4237334302978463,52
4462762693130509,52
3939130733706733,52
4109913239016499,52
3368914752330733,52
3290669020465691,52
4038920643002657,52
4316604414791881,52
3215519063207317,52
2770624028544577,52
3363189256034591,52
3360460803930271,52
7652592502954349,53
8528400025669873,53
5035512123386461,53
5655752564115611,53
6789141746016647,53
8224170881712691,53
6684615128939039,53
8868977706958561,53
7086761799469111,53
5295970068873137,53
6289390252117333,53
7739714007024457,53
8270271198974237,53
6297605639612927,53
8588944772160589,53
6363797521603931,53
5995307641972507,53
5612288098162159,53
5888231390899489,53
8492300455101163,53
16891282743351823,54
17285187030362837,54
15346595540383469,54
12669047115968449,54
13644487254412841,54
10977208606606309,54
16802824331120693,54
17212642692777557,54
15391194970630753,54
17564530300928393,54
11965783255152269,54
13991785740651359,54
11663078666438569,54
17743088587094111,54
15964419630576787,54
9035457399035129,54
15993181527444893,54
11834578148873483,54
17754621894913237,54
15547884126727313,54
20013713322657121,55
29826431563281131,55
30345577513128649,55
32932581607347971,55
30978438294585643,55
23799246280869757,55
30193615453635043,55
24183191282040313,55
35378073830136451,55
33642348385667759,55
29240329265529881,55
35441285307694349,55
26682268800265619,55
22583620006330237,55
34416201944849243,55
28870676447865899,55
34657517226401161,55
35464168099793561,55
23947489781828183,55
35050486891038721,55
61166741037675473,56
54075392941381687,56
49836702301101193,56
39186150775968943,56
64677869499939277,56
61986858663186731,56
71830841292343979,56
63780709357449113,56
46903969189366733,56
71208976782243299,56
53658955609305931,56
68171709703755319,56
44575923592332641,56
65247940407543811,56
59461747417132517,56
67559716984169701,56
39653868145613819,56
51976551355111853,56
51775180196930081,56
53902717411425737,56
124529185789823147,57
78241021988218277,57
114068333715303571,57
129762407472794813,57
131847473376484669,57
103993916513695657,57
127859141086085881,57
139806749419453793,57
139885376049094517,57
133491879066408413,57
80552514963867841,57
107589687269202991,57
91777722828098807,57
125392236099112919,57
117010054569654383,57
141691809636746617,57
113063054941558523,57
133918190894648947,57
144108502151251487,57
124347401241064849,57
212175940158746623,58
272694514310307737,58
278260376470261853,58
243682046809279003,58
286938943331456891,58
182904148713740677,58
243870102124137497,58
247812887905446971,58
200006766669365207,58
278226542617849649,58
212477308825474937,58
164948548371386627,58
271275272095207711,58
208241388047494639,58
248661006720091883,58
243155760707307757,58
240935316380384653,58
225247100658418997,58
225486198682606949,58
251399924641922491,58
305702885630324491,59
455427196452433987,59
518905509043238351,59
378959538399546509,59
344807965513935773,59
525293761668916777,59
574936800719187469,59
389880983037706543,59
545213832164836871,59
430314149263084013,59
398569902387993367,59
468458085331710673,59
471306512441985043,59
345632619914321317,59
325514625454944733,59
355612375124950673,59
399774721876464247,59
516650676220498961,59
490819686436902019,59
559100520325479701,59
1130152232222101141,60
1109950792366757917,60
788491686843532051,60
957432985288639723,60
1142453873147782579,60
915841508100085459,60
765553620303956609,60
827925906076325857,60
1080768144086743991,60
1042365371767249919,60
900400122973736521,60
818914100413341743,60
1062852213406837669,60
1017175066437820601,60
771471355430223757,60
872082033392788513,60
1037513231231940431,60
1103607762908515091,60
901644000777969569,60
779520856236550511,60
1578089686114201483,61
2144772367830736801,61
1268776754043911249,61
2268205131285358399,61
1374381369008836481,61
2100972539374943719,61
2173902555364280471,61
1644455819999466421,61
1711566744763339369,61
2259567051043044781,61
1531962538250209343,61
2197663795604750153,61
2016787352224068791,61
1385252791113888233,61
2190212894051546821,61
2215543264216297207,61
1877379235485185477,61
2239068858123562877,61
1466544812860023371,61
2134335412177296973,61
3668909023582983251,62
3086698731223373999,62
4134129604765030579,62
3940250391418491277,62
4338133667251584923,62
4171497953781055369,62
4562997980968804813,62
3872540924701042357,62
4227101798973467747,62
2866541043821561363,62
3199847323142154361,62
3564051110916505861,62
3042052471450450657,62
4214839023151457053,62
4552121774592663281,62
4495136670378687847,62
4103427827141286187,62
3912105010148634983,62
4306836945800573959,62
4016737439607721219,62
8713732598649115183,63
7406331174874835129,63
8779469598131423593,63
8766764567718322201,63
7762771663638681527,63
7942047258624207529,63
7057423504768487927,63
9082667566252793087,63
8773141340427890521,63
8286173502099717047,63
8363310727092244009,63
5489775023074984067,63
8585487149346973337,63
9043322021333525099,63
5139679955814094573,63
8431083399002145971,63
7504665576027480061,63
8287190433744110087,63
8997979911130663577,63
9063044303332971587,63
12829746727376841541,64
17162632063241947609,64
15697150833199566383,64
17028918444474890267,64
17452909311545846599,64
16205168139878248907,64
12933568722430103887,64
13391653777584182017,64
18161993591316459463,64
16895603271919478627,64
15103926867461896883,64
17961520279446309089,64
12585599524721750843,64
15158237988924371069,64
13495444583002667123,64
15746188248491786161,64
16159281940289894143,64
16770917103188189413,64
11334776362109063447,64
11179644179238445987,64
21953161363904744453,65
33427044032641349989,65
33487165480090607459,65
32762289832673044507,65
33557503949178492539,65
30445077911278116193,65
35047619716423765939,65
31175139657848608579,65
34498438318800205153,65
32958793920792884891,65
35944014821315328349,65
33359049251247197651,65
23179238976631546667,65
27105530239731534373,65
35253881668474696819,65
33211260663892516619,65
33750071486135212661,65
31461506201504366401,65
29883985844624369351,65
21900782476779688787,65
59610533185187378047,66
50919879864975701479,66
61667809731870536489,66
52184811842334071183,66
50999055925996898971,66
47580179316333075551,66
70032569469948454951,66
61139887944783908243,66
66334862157024481637,66
55317860003759197007,66
65492412236707559149,66
49196078691042290729,66
56517258221942072899,66
72891565342747468561,66
50780398854377779183,66
71041898512505172643,66
72439488144730457843,66
55107295575935347279,66
49622643007634484863,66
59924640451681443749,66
106032302001620928151,67
145931567167184260237,67
145577598573224643233,67
89443945864372930189,67
116561258854415589421,67
130906120369209940967,67
147070583986364448661,67
141545934471978347933,67
127956763608784089571,67
96309611628262676789,67
125031370846082961317,67
105537487025086710031,67
138424346225239603751,67
108978510094998549029,67
145237848548982108319,67
135339251903512699927,67
99085535077338221039,67
142624228825881570821,67
143441813104209074383,67
145437116362045217033,67
268195251364353677933,68
278032695426371601589,68
246257186257093552153,68
229293197115163604231,68
292106551789053362611,68
277563511602255197009,68
209790045890595564703,68
282072240791270619197,68
180071094210353805553,68
252437452295251126363,68
279256420773538686769,68
198930777769569801497,68
283169999981545231411,68
278909153902840808381,68
279389350472102710871,68
251455608024720566981,68
189052414171412033239,68
205223521867500710701,68
206024335462085274521,68
243632080502899753411,68
539467626190002212051,69
586616229062781752089,69
566445943509612102887,69
354657735674766124901,69
391385748027615305851,69
460969890948972454429,69
507225573508466430517,69
487180540942096500637,69
448319256238053417839,69
495427046866058461127,69
444561153481232277073,69
445531624524299917243,69
326021957109007818961,69
577518508929670355741,69
434729016315442608901,69
385473792162704580721,69
313227892751268511571,69
377866465420356246233,69
460653621890782519271,69
543492253906416623317,69
1057761136454939397541,70
834749699269441519133,70
1017060187220014966247,70
855278683184044601291,70
1133013178996510834901,70
738105305493832988557,70
1016690916786083911973,70
1176451850018300440733,70
1142650687465936608847,70
779523883046161821419,70
736299097502019189653,70
1024048700712798413659,70
1065868096669254604189,70
1035554941435506581101,70
1040095456544214437659,70
1066712245903715349979,70
1122567762261155477849,70
891685739343475147597,70
878318538340815503551,70
1109149614005941183889,70
1557054141242168101669,71
2258660892092803084349,71
2063818834197694295431,71
2358892666098561319591,71
1684346067845978557369,71
2280709633083832149319,71
2283058310789041555619,71
1957625639165071587913,71
2122244809178662795591,71
1480433027660676744079,71
1834962766948075585511,71
2087398214320537422121,71
2192264609915271693913,71
2021323096565356408789,71
2221773604462815217681,71
2113737597066953881229,71
1775757755385447088187,71
1288942580563283073833,71
1562646713508710237263,71
2230164646348003261951,71
3667926403423524348503,72
3832198734270729607613,72
4030969950889198867873,72
4059323643765292976141,72
3656498088146376156613,72
4000827438190583855963,72
2785997906981085654889,72
4675461032395460241401,72
4243227136736085262841,72
3692161500887752214437,72
4380674650199062098263,72
3335100356668616139053,72
4411892269702969994447,72
2720603034675508111709,72
4629717357022033515179,72
4436056932351984131119,72
4577065282622342504663,72
3496569973339204523257,72
4507363681969948938013,72
4600030002536350766771,72
8388853690657241553991,73
8617459239528506337073,73
6157667031684189009761,73
5235800116838463306677,73
5118443891590673349919,73
9363703981182040944599,73
6428431760351863352561,73
9324958762569116819767,73
8715969976261282751153,73
8482886600884399772323,73
6066454740258267827951,73
7422596929819959926287,73
7139802442662005089417,73
8491939832905773309119,73
5732539757050332623279,73
9375532987781969164003,73
8413801312284914930123,73
7099523082538707592579,73
6928179554062219001119,73
6842845470926681604277,73
17593417567862164908559,74
14367044722754184105859,74
18053109010744824693029,74
13533405796010703336697,74
13399573599017057613517,74
10178766695571275826949,74
14056375415349585818737,74
17206802990727586624961,74
13211081964840412083703,74
16027458946388631151153,74
13212753981942416711813,74
16707749824085187602411,74
14510550055522684831727,74
13847513322855586942859,74
17354650654718780277907,74
13215959273306573191013,74
17730090026002996158421,74
18534754725598381185221,74
18800505461188951631069,74
17811411582920436939637,74
30600127564138340881261,75
32957698483825681844281,75
34373515443247782709549,75
32752172613897570033559,75
35428029542190487296851,75
35734168706338747799137,75
35418507195050750365373,75
31570656422397775522897,75
29998702885628490656831,75
29834553285795094006207,75
31036492827175008363283,75
36374902254199013035303,75
33249252507327854522851,75
29243197565477437131347,75
35874344157768557873669,75
24016035627336255715747,75
25227795876554528020831,75
29530588061790421491341,75
28756073312011614205327,75
32819296658411459805431,75
59840089454444606383873,76
64892072176619869633357,76
74374294251076406157283,76
47360129191625627102981,76
51736264769527126957621,76
70162697053279308810161,76
73770309134109552463579,76
65887195200910392098683,76
47284504691259419642561,76
48298511225675179284367,76
73575506081894320758041,76
68871304030698299142121,76
74198252450685954728827,76
54182513427098157261623,76
64907535765066705764173,76
61617728512405080922957,76
65182887310353961540013,76
62898179173112394897133,76
71471839530731447855669,76
70045991938835494724357,76
124091508115780449949307,77
91914969511418861296799,77
119809122543752996912287,77
136839765301142028341941,77
147146286286403425962037,77
99486001702014539913979,77
145130389084295693730943,77
115532501067367952598809,77
105615469865298059346139,77
111424931102409900161117,77
138852408250833900715021,77
92967680613835494567853,77
107709373637099694267091,77
135548337043914767526109,77
148080539685243344079821,77
101207717433697896129461,77
136850102543894685459167,77
119736672206089918841419,77
106209270880126558583773,77
94971802819920779049697,77
238168213335959267302709,78
229522667816436369472079,78
301772853243468799942663,78
295854740573749269163309,78
232850625853377551038961,78
265791947438151224040737,78
295113955759592947851869,78
287189655540101783918437,78
254891520319216128181553,78
197071153440067804688363,78
249304058740942032972359,78
291267031370882352694991,78
218456036160877552545373,78
241168245804473356209319,78
237711730878129524247191,78
186646390457851085798299,78
187296909270237731678783,78
232272032762806994518129,78
229737412115307125655511,78
298689818735664959210143,78
549531643912449783242467,79
481988052448133899714589,79
572433055084997254085549,79
442174109240910071762623,79
548222177208048545392051,79
511275507975335304628183,79
342462904361788893324617,79
552472131205173537690209,79
473693251794329620591543,79
411240345303750510883507,79
540274687394474194865069,79
577274597810526666620281,79
416420541903710657867963,79
507231199519480696498523,79
604230820093827437435669,79
564136007672177981630327,79
451438780092046459300769,79
527775478414732179298351,79
411403081465244950887761,79
529642731926579862809653,79
792627064576369586129471,80
1087404245101284320053933,80
1195160935040872228990147,80
726766592968089810671713,80
897915350176782251004617,80
1159961579325668721362857,80
872793985360418442085883,80
761687783059710612128909,80
1066120527243307948688537,80
1031456948531225686423781,80
992521230859245383615519,80
983845669357018361876449,80
1158331100835640254360403,80
981019329084914659899241,80
718859198278998257178589,80
945119076059708966361403,80
1138125612589243109014069,80
869470834729890000648701,80
1183500240097856821242833,80
1104752439888960088053523,80
2158562458705587863430197,81
2103698876962098598314241,81
2090513633345659611522743,81
1327062211957974639336779,81
2378900844704417091164503,81
2223257811348391423292101,81
2237369559270874119914087,81
1934990295825072891642353,81
2011610931850032572856403,81
2395756165853935147854803,81
2086370859016577130237589,81
1774618800503614685391613,81
1620018895452599025749401,81
1998414789059969077181407,81
2000638327469904295323431,81
2130013935265916884099387,81
2249871989351940910362971,81
2097007214964556089477481,81
2357128297227997367209787,81
2067298892292346008524759,81
4798143528912432429010471,82
4405746136923713020792889,82
3572182319097314934799999,82
4283721494165148412092503,82
4244821079644038364385939,82
4446043019893433701077107,82
4491411049065406329906431,82
3616840231023931391547871,82
3288690966689013296588707,82
4195888658812543117175227,82
3943910210939741198121491,82
4016792143961461426515643,82
4046423065676054754755573,82
3678715178497621493976583,82
4158351339645375771833131,82
4588977561424961765515111,82
4387009737617970539302133,82
3094920682759592790109541,82
3635178815354496318551177,82
3722215403392473385565767,82
7885866283916387301593561,83
7331184096050690720442457,83
6558682258534313535104027,83
7837848876539883951757151,83
5508629200218460880785603,83
9400041376532245768916099,83
7104058215776150035195751,83
9185904499842262225677937,83
8240952988173676443814633,83
6462230622682675262591471,83
5595077051264755588818257,83
6679643157109759858216049,83
5734726957589402450088877,83
9668202751546454292791651,83
9467665967796823905714569,83
8909383043891048502706493,83
8928956242615472242353329,83
7496206836035325584255851,83
9333901092806076597494611,83
5745399322908890192107633,83
15839295550959975096096461,84
14119197701809063907831003,84
17626382796626244009191971,84
15086330923050002580586337,84
15616892257933816603557169,84
11569311900825821893803433,84
19298446001509144314247549,84
15938288945742836724337723,84
14754388927553054907044171,84
10320700547819754451093613,84
16046505647768788868616599,84
13581031341086947291103321,84
18537428463861100302008371,84
11601034773020707797735493,84
14370854729501139539641087,84
13375111479470933332975139,84
13916907097918947023800453,84
18373406372230781732398453,84
17193717967341367514240743,84
14619426177252326239226309,84
38316612998921970789636247,85
24025678920732478030994789,85
37968217096536991867182023,85
25277039823037509974518721,85
23160783471398549139698089,85
35245402792267785525412229,85
34339788862790146015593077,85
35750339515007678977914791,85
32916016938477900254200111,85
23715528166990358933003411,85
35521782479728781561759507,85
23449303591029930654660371,85
32622691355692252138149641,85
36058545605758154775254251,85
25307964229790720277843739,85
25640916137511054946317511,85
28203560839080433498279117,85
26737256430797931878659619,85
34785522383669404319276149,85
33575796796800776381079427,85
50156086735147322215072079,86
65243457898324193879252087,86
66048766090087757581812737,86
52814801406591366550059259,86
72112719537800433675946661,86
59894157986002041382649461,86
71761371606121646991791531,86
70723264859782999058409851,86
67900934148875193557625871,86
72808570871504613994659403,86
77012815047052563897523379,86
65377706222552093243945597,86
61666322464432138390132199,86
68011845688265983037522623,86
51685988155498966436909033,86
50733752752670568996544589,86
65897906052392468135797927,86
61119319585257590082805831,86
61423983378391869021275849,86
61146005013206380371279127,86
112401904504311973179399061,87
109528853300066405204386799,87
132088852272152536935143231,87
128570300418718066859346127,87
117486198618507265160167097,87
108606642355428450751892303,87
141472776011378933104593383,87
106961037739839694586412737,87
125187918714630357849090859,87
150491094905125861879482991,87
123284591545956153344502397,87
120060842716542348445876339,87
137277459312388324394537063,87
136382369848284291299743321,87
111583711941947114688389993,87
119103226686262454540855033,87
132637256188340523778954559,87
122520010590413191979482411,87
152847221495198285203690621,87
118307686758712995550885547,87
197392679605780351747711667,88
227661138086060819249670283,88
290284288494169750556611001,88
274417072706875697822556673,88
253757949676051588049395831,88
285929003857023060697447741,88
240452212884072696813240791,88
218894376351095204310180559,88
206710546092705627302882627,88
260631006863983540715717819,88
241456557063177080580589927,88
274264177763681604198403657,88
269244944051597156227531211,88
283298525235706878834297709,88
162249715176117506614913741,88
197907786164513877859520753,88
233029178067993027966309907,88
199051773038894529413612999,88
204308412892162611186217097,88
194073074169721493222731279,88
551183087683089698609029589,89
434191786872351751882445449,89
494957789605909356077420339,89
586725411382642873622576513,89
547476352896904885202059273,89
442466349634635766761451759,89
538199355339830572336198889,89
554465415460821700344719689,89
575990826229047881982444221,89
405475680365304050503375481,89
495142145109999743407973027,89
499397527874269639112206339,89
547171863086876112534107081,89
384251171117601597061638797,89
573478166510765032490876789,89
523640255123964498250999483,89
456455803574984296965801281,89
340775804644607054961861509,89
429991275379597939946983189,89
472792017215157079522433167,89
856915960092381370304957003,90
1027668645782427517672406227,90
860863075915558099796792803,90
1121898841593846181163174587,90
1129138991923067799995151067,90
1142670662090928603774206731,90
981135153779869013893616177,90
1073865932919743114827881307,90
768113498851393254455368657,90
1190482827143206951329702211,90
801546001944514462453084999,90
1176117710207383204798127881,90
925906718292701462959267993,90
929892008505885731453862991,90
898625449791616391273634313,90
664517798898160109116039499,90
1228382514570281169144431327,90
737237138654570213870436131,90
999587023744969180853168887,90
1186173997516112803645009307,90
2321457030164428546208153509,91
2459294541750700420759213789,91
2418284160311432295089535241,91
1677452387301958564497312317,91
2095201544713208427503785153,91
2289376045430758115583291583,91
