N,Bit_length
126353997405147851,57
139796553743804437,57
105517428820035163,57
123025239810669311,57
124944040096642997,57
86183311503320599,57
129347260974950489,57
117473241857970253,57
218658323385549769,58
163270257354644191,58
233986031897297153,58
167688792992153491,58
284499629044191523,58
284996489797630349,58
279052958042394007,58
251332048801412591,58
193766637066901057,58
281483309560775183,58
286718880818218441,58
240145794106596977,58
206324804121673891,58
192131440458193189,58
232913773728530009,58
273548039345325527,58
273873879931256299,58
252197533510860767,58
277956608282265361,58
182164438439761667,58
223908162482340989,58
161600376243930137,58
227082957059716543,58
264283542058180811,58
208876552201824707,58
267294557862747959,58
243138355197036961,58
265411077782880103,58
269488216780727047,58
253500852993217703,58
194149245378132827,58
217230094829349727,58
249969470795033993,58
245049313630392617,58
226605492640327067,58
404087198372766131,59
524969890278289039,59
527595496432693343,59
380142834713934191,59
472292383997885629,59
479482007025077933,59
570308351604438851,59
490252288435834987,59
409893906880230167,59
554841333883244767,59
450357382035829937,59
470029322274471697,59
499989982849570063,59
523682301949386917,59
477574771177526371,59
506661267889997137,59
456832823042109067,59
476673059344533937,59
556594151875543543,59
532129457445227539,59
402593183845187261,59
370610976224378257,59
303091762505556091,59
433293542664548747,59
454325215976265461,59
425223192994017239,59
557204712938911787,59
516562470958938319,59
554579755684793497,59
384376152562221103,59
548250449755373413,59
424295943960931271,59
384303587089176421,59
535472852642429803,59
420976945883319019,59
940520493361010813,60
901444627282874039,60
1067665029901264007,60
1069218764913361577,60
1073301119196887221,60
977123977907808623,60
1022731475848192213,60
1055548149656776703,60
627935198588324989,60
931299190579915529,60
842161516578157381,60
817122465250783583,60
897125333107097153,60
941293617566597093,60
1151423175683659639,60
668293228982600131,60
1022001660989300339,60
884190828387476497,60
1016569108066435057,60
860938564903201861,60
979102414398929753,60
1052445244512148271,60
935502131885871829,60
1138321371410719907,60
893003674347355127,60
899128750158825787,60
1036157273420385521,60
808250994363083303,60
1124951904333955757,60
1082993997833316467,60
1093146299721261979,60
929589808731624959,60
866098586150592227,60
973704066117519797,60
1023152435206819591,60
1759915266334161047,61
2277035557785317677,61
1785220630112720891,61
2033234273051901449,61
1825844544037855931,61
1998116077606514963,61
1802569911838065703,61
2173314991578938903,61
1748524003171635881,61
1449519138272957249,61
1907001313501414129,61
1937693190770118911,61
2048678502565978313,61
1496759420984126333,61
2153946339589860821,61
2254199338720261771,61
1916396128280894461,61
1634255663593367767,61
2076334198619650129,61
1997395409214962243,61
2045183421972911711,61
1538863753700191861,61
2300474317916325833,61
1867319680203670853,61
1873857374636670697,61
2201971142048333533,61
1839061873605581587,61
2127948193001208101,61
1525912743015087437,61
2079018092937096721,61
1871818878537748909,61
1932800219514169121,61
1442539043838878113,61
1768030128434824607,61
2066334427464827041,61
3462843901941419371,62
3987692612488894147,62
2642955467882873657,62
3601767060160516399,62
3583442439715126343,62
4109768554212302903,62
4092359698936416521,62
4048810362881038103,62
3455679061525801567,62
4271234626667098451,62
4341948206527074893,62
3754929895923018187,62
3481845502551682523,62
3689005129819737337,62
4395672812918038261,62
2617689445578963139,62
3513019569538626757,62
3093184069302516949,62
4126662741240872149,62
4084711882332890321,62
4034485995490736153,62
4196444826584082439,62
3989705562538199947,62
3874643597368738217,62
4331564450836123733,62
3730707410436587549,62
4056324247388759287,62
3994447918947636433,62
4274305536716012191,62
4216026681868487173,62
4401078264790127983,62
3516611434677855511,62
4097066064853071221,62
4295895989661939961,62
3347216108580298597,62
5318910405036031409,63
8634606551572845863,63
8530882228501017193,63
8037703835053492727,63
6488935827904415069,63
6938665126272763727,63
6978864819614587349,63
7535449189668913649,63
8109635743778490809,63
8285444056173688331,63
8102996831878120951,63
8188870644657308561,63
8443006492099932959,63
9099043342435130263,63
7059542076262961267,63
8339913701958594359,63
6664301547761140037,63
8575486841291323739,63
8093593110127073279,63
9017734688602043683,63
7320618093610656343,63
7277124100999859591,63
9045200232165355457,63
8408374146805466027,63
8806842103808399767,63
8524941291514195949,63
7198058406961019197,63
8807881830242558783,63
8965837059748756049,63
6286813917993478747,63
8033225571067770973,63
8743622229449624411,63
8892980013660691621,63
7636854279299333917,63
9197925838205389469,63
13624961506052239423,64
17057215146760447943,64
13767163566338074499,64
17245421097800385797,64
13729821202797228101,64
9938862625267892249,64
17339399408118444847,64
12534898328977982123,64
18321889563932550493,64
11443435584572804039,64
18372697276243633949,64
14571819753812794007,64
14957703287482632923,64
12229790399674724809,64
11121045177836844427,64
12967950285486678553,64
17533805096110354339,64
17340898166745360827,64
11798378112807383143,64
18412233821638065133,64
17902563158220217151,64
16160348493856637201,64
15621429453914736871,64
13424801533760820989,64
13784540322734515303,64
17021962492823867737,64
15415718932800883891,64
14499617874034660091,64
14933710837649581919,64
17251596615064205539,64
12323739084894638503,64
15781532829337153799,64
15781295820405652001,64
17299455461561191631,64
16032894851974152881,64
