N,Bit_length
12504640468459607305556811689957,104
69816896826311197989166963,86
4095285541250270643732755650452071251,122
209717729279516452800079244787445529,118
2039334685781,41
577772333196272640077761973299,99
4615458454597113012525952716378580961,122
129122947,27
279161506457776169252799796513,98
65237,16
1049157551533831559,60
30887,15
10255137664152750752574810475671394717,123
523449408851235832799,69
101115033110128518658456614882910667,117
1486250786589999307,61
57384029279,36
2066824980051707,51
38376469710064319807689441180220562569,125
853855294385135556685075403,90
262562512677738251892315653786540969,118
2049316219,31
57138685404296681,56
2182102071107291,51
18681443372190259868396835411025901,114
1089935905523,40
184410937605874530599,68
9055655341067137268348921816227,103
15839,14
2083969426243057314458718787,91
15466871950076634055627276064869,104
444909556393,39
40016605161118750162862533700737387,115
112734059004694053517424969,87
278523097366524652981,68
950438351908648308764381,80
382383707,29
1538270687495418003973663,81
231365734374793619255008572073477476263,128
1756813,21
78031020482010778448491618205347,106
49602896123674443327117825484488043,116
18825015300593435059872649,84
518413317934906416683046252318457,109
275830794260504204846232846023513,108
2815649569388002261,62
4065940713599938068673,72
323,9
8405742853934631389125525704595919,113
11249285910735077,54
70286560672716695053,66
886067089,30
7079449408107805961,63
512416963179971,49
14336176216939174660294608610353491,114
28805683488305962831,65
856600705062098454287,70
850584510626633056742705754286801,110
1731522256191557,51
1000452384051163071798102801010501891,120
130464826318646117399213117381,97
598862186350331434588361,79
215004827369,38
964543992153427204723,70
579559945415301993065302000716821,109
77433096629698004466150272189,96
164164290388035143819,68
3416138043358387,52
6536216652294649139998603978549,103
7325901800675509,53
4047032105723,42
128170004491,37
189044265375817,48
64178776177296606591463,76
30593826563,35
35755644163822559599385978940223,105
13021069963466121175181648071458401,114
34525034900567,45
11638015995384451,54
485,9
63495822621903439431581,76
13519,14
24034088665759,45
406770736069683568898834565833425711,119
11700228928741,44
16822602695218274047,64
1748551843,31
3412781,22
489556715558314303,59
94303,17
112343929,27
1555054184643267763047462045142009,111
347544010327,39
544071663902087498416517,79
18864179223863654008718917,84
38599566541,36
23471508165435162793,65
56820349694377,46
30857,15
289342167042391716447498847,88
4892730349660052079398603951,92
206051507,28
887986423,30
199199729,28
35490735694539401623,65
25364371296679,45
119146328083,37
107059,17
222041185013263284233178497352589,108
8050207319410975163051797,83
787366589207481816258021978794821,110
141250258044601368686227,77
904044587845899508728552967,90
473464973,29
11648846724286355891,64
108235053180348895132419617267,97
4393606905863298752747,72
16579242226905220729,64
